,account_num
290,3285028941
291,14320984075
292,89580140498
293,7841290182390
294,50979185175098
295,3437215724
296,89442789043
297,17582397584
298,4715715840589
299,30244203034982
300,312392458
301,2728731275
302,29380593270
303,9510893593257
304,35701590340951
305,423980219
306,98094737940
307,48323178752
308,5327987089247
309,39421357231957
310,9412072345
311,17975902135
312,91524877951
313,3571491382491
314,59480375753482
315,1870901283
316,10813559238
317,5479482301
318,2318057395281
319,19734102359041
320,2490519540
321,74001349708
322,39878417825
323,5032175471405
324,41798341501923
325,9739530574
326,80459842180
327,95083948175
328,5923127943851
329,82017853078412
330,5794017830
331,92891702157
332,42943283854
333,4579792892308
334,54982739548071
335,8005258279
336,50104780975
337,95857808792
338,4250517970914
339,28599783318275
340,2497431254
341,97173942978
342,15054878370
343,345527903247
344,75048250148593
345,3431970832
346,79541574150
347,29542355324
348,3805523783194
349,23843027204187
350,2329724157
351,47020848150
352,50384590372
353,2104408593108
354,4355240391084
355,4537029740
356,78032491273
357,29823982498
358,827981550478
359,79087908078195
360,2983924851
361,21074218275
362,40810289305
363,821574017405
364,84278310781543
365,3007592701
366,10832482304
367,72897508523
368,1028208540752
369,42599538428391
370,5991878192
371,12878920549
372,24332582185
373,7052823793074
374,18409405712493
375,3298278342
376,1892573249
377,32595807832
378,3921081208139
379,45938701942103
380,9152972940
381,7192741093
382,15953723582
383,4397520347152
384,70414528487921
385,348225193
386,15491249835
387,58407397294
388,2394479027935
389,50385278074325
390,5302702548
391,9707108395
392,1785270813
393,7825815772510
394,3841035812703
395,5370171832
396,38119279085
397,41039724739
398,9837145840817
399,87252104324859
400,4135931970
401,92505289702
402,35907482198
403,5840095847293
404,34900519578930
405,728385294
406,74881334829
407,72373257185
408,3085850450149
409,9781730724153
410,8257082513
411,18529505892
412,73227515210
413,8071920390285
414,90717349253918
415,4713283701
416,23120951932
417,32920544059
418,9241501291472
419,73512351519438
420,8530108291
421,97450810427
422,7320857294
423,8407342094781
424,53147984542970
425,9053258273
426,87990524910
427,13220193750
428,4389102512590
429,59823895753482
430,1895817980
431,51445148312
432,13251837281
433,1970980134587
434,1537425820317
435,475349720
436,43812742730
437,42184099854
438,3210537409713
439,31287301845792
440,835725091
441,92831238074
442,90835943804
443,3498143297803
444,30199581402315
445,8151487491
446,50853018249
447,91751923917
448,1207830107584
449,5298504149753
450,771534528
451,4157441502
452,50827303427
453,582247092058
454,37957042128953
455,2558329305
456,7532954721
457,3758499250
458,3278028415730
459,21498715075194
460,7924559470
461,32570428015
462,9175142905
463,5087452994083
464,82759025295748
465,2120708429
466,7425081792
467,92004274103
468,7930307150784
469,1424285310472
470,1014758247
471,28985982745
472,32817598194
473,9785278093875
474,1739425935814
475,1914851247
476,19542537245
477,49784597381
478,4358943234028
479,97233142298043
480,9731738594
481,38245039521
482,19707314150
483,3107492378105
484,93575189781302
485,4981371594
486,15858223940
487,51851375803
488,5134294524081
489,97143278172953
490,2991095024
491,72550307382
492,20434789352
493,574245858047
494,50434391901842
495,4540132910
496,20703595728
497,24795122437
498,7038374549518
499,23194293158927
500,2003754290
501,39454113598
502,25752838193
503,5921283473512
504,43718174935047
505,4219592571
506,81398087143
507,87431595239
508,3024495070913
509,19400813975304
510,494210824
511,39873083520
512,59281452835
513,9247091502835
514,91088791129047
515,2585112548
516,27945981420
517,31428471783
518,5721435004287
519,91201958781593
520,4943790541
521,72920715804
522,95327049384
523,7549904704187
524,79051873184275
525,9239703921
526,75408221849
527,27589438750
528,7481937239587
529,47915907351702
530,5473518270
531,3243104157
532,3128303019
533,419304705481
534,89747059892750
535,813478130
536,57107821589
537,49101930258
538,1478901339102
539,48578503503278
540,3123104527
541,42583180143
542,53428048247
543,2514314531748
544,78455019145098
545,3234743709
546,94585191435
547,17932099745
548,8237048921740
549,93819178413208
550,9514259312
551,92782425397
552,39051808901
553,2517073291270
554,72419012345980
555,3283095482
556,98243713785
557,37908930249
558,2459127925048
559,17349452074291
560,9809551320
561,7918751409
562,35479131823
563,5043539182405
564,54921254472058
565,240314203
566,98745801957
567,41890144750
568,2348029827391
569,20757358413520
570,9493250984
571,51398447285
572,30123450938
573,3492325473814
574,70934723902451
575,4942398570
576,89298235084
577,2848574980
578,7954341028039
579,41233178807539
580,513705384
581,79878078315
582,92801584917
583,3275470173014
584,29107083892710
585,8219348539
586,91429710582
587,50701430582
588,5140017480452
589,83017832841329
590,2325493517
591,75978309735
592,93892102845
593,2805354875342
594,74132987103789
595,7572949813
596,9487379381
597,7504738127
598,2184047124879
599,49071309357842
600,5878349805
601,34040194753
602,10382073041
603,259179813240
604,12472413325910
605,5142935097
606,98095234901
607,40940927409
608,3982073432897
609,97580924217893
610,9594839184
611,52992195341
612,87585204327
613,3941958090324
614,18749375834057
615,2923582107
616,83543034510
617,83503459740
618,3109490890375
619,3593178730958
620,9384791745
621,75071039472
622,94704383521
623,8947058297234
624,49717148173408
625,5919285102
626,32751318025
627,3827095487
628,5231702859130
629,1733598742815
630,3042578532
631,39490720491
632,51357284973
633,5941852005984
634,30920451231845
635,8230117832
636,15350228457
637,82979128459
638,2437197407125
639,9240381259143
640,7392792054
641,12770350238
642,41097233170
643,2413012747853
644,52715290509781
645,8593029137
646,50372129843
647,84970585439
648,9073251929570
649,90213492371492
650,9187050178
651,45205925348
652,73557104152
653,1029987532904
654,17807094341528
655,1701513824
656,23121914032
657,10454933981
658,375384552931
659,34589170380419
660,9731527304
661,98081037918
662,19024899537
663,9825120705893
664,5341974532419
665,2008434891
666,43718974932
667,92710952901
668,548752951293
669,75925281472531
670,1230132749
671,51235178542
672,18028343025
673,5297542128591
674,15899870102397
675,8782990158
676,2135824913
677,2875393815
678,1795350947895
679,92451837593218
680,3701743728
681,72110347018
682,90285098405
683,5943798308397
684,51403812591872
685,2530795372
686,45901779304
687,83124895821
688,8574723070185
689,54177124180725
690,818049107
691,81583042078
692,97839189831
693,7401845094235
694,18352054810537
695,9893747953
696,25193505783
697,78510729407
698,9542845381590
699,74915908095124
700,4375978043
701,57138238745
702,18578133845
703,7309298598170
704,45282930938450
705,107851827
706,12910431502
707,34139503210
708,3598501401953
709,18524295753912
710,9147025913
711,54383749157
712,50820548317
713,947370174308
714,71507043175984
715,8413993807
716,34891784791
717,28127314815
718,7538792309534
719,12072078239587
720,5852991037
721,50481494327
722,18053878412
723,5013714909537
724,25479241830927
725,2829797250
726,19505492348
727,94739051429
728,152520875082
729,18041359293710
730,5837254792
731,72558190124
732,70171255742
733,1593297574359
734,42980418107829
735,842729134
736,38091315724
737,83034897315
738,2873542974812
739,27033952329417
740,4105383597
741,41907204728
742,45938411492
743,3980789295401
744,21390193251703
745,4041287032
746,81342975082
747,71317832309
748,531843028370
749,59208432329407
750,5982043105
751,75803141829
752,70442012751
753,8905281919834
754,90453702320847
755,9138573205
756,27505714583
757,34903910148
758,5974148350921
759,5484081594312
760,502501794
761,38429197124
762,82470510495
763,173329435487
764,81798053872134
765,7028157103
766,27948919240
767,82937194271
768,3549738973804
769,50495049839415
770,4175103184
771,79317048319
772,97831247592
773,3842730110485
774,70394257394027
775,1374537148
776,43019083491
777,79129042197
778,8052187403519
779,48523241873042
780,8534035980
781,45772542801
782,29334978701
783,4819270894120
784,58404871873125
785,9337952134
786,25079327854
787,98128178429
788,1083421398702
789,37181435920385
790,5850994738
791,82184397132
792,38292835719
793,7892798598325
794,42198402045129
795,2510942178
796,15914007528
797,45119432105
798,4357539275189
799,23493847594807
800,9085141938
801,53221854032
802,50858093280
803,3012172094358
804,23740143072198
805,301315327
806,10551378312
807,32471952934
808,8714915757984
809,45380179927481
810,5772848710
811,13071997215
812,91230518593
813,3709289581974
814,82045409734910
815,418287314
816,59805294817
817,28370594801
818,9523358931890
819,95405297127590
820,7945107895
821,12595705843
822,58752895490
823,8953245745813
824,25479418097451
825,3783059270
826,3218738729
827,78083918429
828,7198249802719
829,18291579132458
830,8039592740
831,92498341230
832,43974824203
833,8209284382039
834,28702491170392
835,3298151497
836,50997354279
837,40298218574
838,4123315858790
839,80495170875130
840,2140919542
841,42174901497
842,95243857923
843,3210074592853
844,5487592045983
845,3139275148
846,27431783574
847,83950914230
848,7012372529708
849,84912719539280
850,9084972301
851,40717298417
852,91709148291
853,3824012771849
854,57499027150283
855,4905254708
856,95759173048
857,87487517849
858,8230807590512
859,2483724143208
860,9020487930
861,75305151308
862,85959275319
863,178307172458
864,35140287251983
865,3127820348
866,9531435018
867,27531520214
868,3870258723597
869,93429418418237
870,3119081059
871,47881389753
872,14005122935
873,3941453728179
874,72507805952173
875,541578350
876,52414205437
877,92559042817
878,5308139548931
879,10954978584017
880,4207495328
881,97075930824
882,97315284750
883,1823705115093
884,90327042173980
885,2323790254
886,42114285472
887,13457340129
888,9701873091750
889,29072089082951
890,7045853092
891,74229838502
892,53413474917
893,1893015275318
894,75121487593871
895,4075495481
896,82759131048
897,93890538271
898,1470893581547
899,79145143538012
900,374517082
901,75075138429
902,19558407391
903,4083847050837
904,52037854948572
905,9273818375
906,43749205172
907,23872349513
908,9234257891782
909,90813108095432
910,7934851074
911,43738009851
912,93893149185
913,3907321814293
914,5381308072189
915,3101289730
916,29409328975
917,7991833940
918,3841982591837
919,95700839754821
920,5059734051
921,38257325139
922,32738590257
923,5907301952409
924,41928027025397
925,8032137842
926,19223848705
927,10752017093
928,2190432817390
929,50718340704392
930,4178121534
931,32545741235
932,38074909041
933,4873152948193
934,40182947805931
935,3845047805
936,71481747381
937,43708531294
938,8217425389741
939,21459508548903
940,3835817543
941,10353239420
942,52317933025
943,1423820338905
944,15345431149827
945,4559234529
946,25314320317
947,51845705204
948,5301948020879
949,31287538523419
950,5374093207
951,38552457910
952,3278907823
953,7520197587450
954,28305287421789
955,4224732709
956,31424301478
957,2905285972
958,1052485181495
959,93519142172405
960,3104284397
961,27832834918
962,38298041823
963,314127338259
964,7845940879045
965,3570197048
966,19727509235
967,12780415908
968,7148204972413
969,3898194038297
970,4395889435
971,25087480741
972,43134783041
973,3908387224175
974,79135903032875
975,9891587120
976,9140979148
977,45340723915
978,8074397482914
979,7890139570314
980,710420543
981,30254018247
982,71208239508
983,9701083194317
984,54094813759134
985,5402805298
986,15947584231
987,28717201890
988,1349913021037
989,7322891198750
990,3235138241
991,91809389304
992,57809185183
993,5379583993871
994,73900328348510
995,5278313875
996,71875049127
997,17319470719
998,5184819080574
999,52173054485932
1000,9204182130
1001,10305940532
1002,9317403108
1003,5920713890584
1004,59070985507498
1005,1520430827
1006,78205708351
1007,28994257804
1008,8072721959382
1009,5148974834527
1010,3953921875
1011,43072391537
1012,78549312794
1013,9528810590453
1014,47383420250398
1015,5051239012
1016,72803859470
1017,75287930341
1018,3984593280715
1019,89148574914732
1020,7134893187
1021,89483120534
1022,8932457543
1023,432150732971
1024,90873152719250
1025,2774115907
1026,75951081479
1027,30959305923
1028,214142082910
1029,75210927975132
1030,932819387
1031,8530270941
1032,25932715439
1033,9734541929178
1034,89577841827541
1035,1704373549
1036,9303847309
1037,70875218521
1038,2350840225130
1039,59041059594207
1040,285120589
1041,98432437189
1042,5301734502
1043,751938732058
1044,71052850738210
1045,5395757342
1046,39870932941
1047,71554191902
1048,1832428304879
1049,58170812351704
1050,7932851970
1051,83527807814
1052,14390451473
1053,9142905430584
1054,87392041519037
1055,528029538
1056,12087449307
1057,14081971847
1058,513458998034
1059,15783504243705
1060,7097040729
1061,72805829017
1062,23049279815
1063,1230754012038
1064,79415719079213
1065,3004918903
1066,50352028174
1067,54287439435
1068,3784508145820
1069,49013709740918
1070,3513214829
1071,15358479483
1072,7194379137
1073,234703598470
1074,9722397805237
1075,5238405274
1076,78002417540
1077,71843711452
1078,1234851091382
1079,41329203483709
1080,9418227598
1081,14735418902
1082,20713244912
1083,8475820350382
1084,48095270419075
1085,4750718425
1086,82401774895
1087,98329170718
1088,2130082735910
1089,27384827209371
1090,7417204837
1091,12728458431
1092,34752138903
1093,9724287054327
1094,78392897892045
1095,3450101524
1096,31093898401
1097,18229014391
1098,8175957390128
1099,27137129341709
1100,7839294015
1101,87485237419
1102,40395170279
1103,3087798081452
1104,21891390419285
1105,2459317042
1106,59214874128
1107,78483578572
1108,7851175857823
1109,85324952301548
1110,7995437029
1111,47003185319
1112,31510934097
1113,732432148092
1114,98100432018274
1115,4385075940
1116,2898782140
1117,41897842703
1118,4318452809458
1119,25745718250134
1120,843537028
1121,4204572493
1122,87557289078
1123,9127743003251
1124,57094910093258
1125,3990349703
1126,19505974358
1127,20973027489
1128,3427453280241
1129,24355837984753
1130,3941889057
1131,2390287412
1132,97442109348
1133,8950431834520
1134,97525087794230
1135,7054738975
1136,27957383017
1137,35223874970
1138,5392813703758
1139,72039503825731
1140,8904327851
1141,92781514539
1142,89710798023
1143,891018419740
1144,8434715132870
1145,7292519835
1146,53210883974
1147,58379839184
1148,1805823535871
1149,75149038974215
1150,2554295031
1151,87075038014
1152,2310452078
1153,2310741243291
1154,3483728189057
1155,7003551983
1156,45214935094
1157,25884510754
1158,8951274072314
1159,98359053108734
1160,5705412705
1161,90324935084
1162,80732487083
1163,7935190837190
1164,50897093217549
1165,9195241958
1166,23189309314
1167,49303879032
1168,7389721497201
1169,51897403973025
1170,9845829475
1171,43815270258
1172,45232954723
1173,745743887143
1174,21492195893142
1175,4038423954
1176,89574187239
1177,53289527128
1178,8437714294520
1179,80251804381045
1180,4705450379
1181,27939881974
1182,52028542048
1183,1208315709253
1184,39704917923048
1185,8350130725
1186,78453237590
1187,95120870872
1188,815798459408
1189,53704359147258
1190,5804953218
1191,54012983250
1192,79543598297
1193,4058019848507
1194,13241409390815
1195,3439502543
1196,30952083751
1197,30414082734
1198,4910940118903
1199,24979410185093
1200,4924021870
1201,75234075423
1202,53105433254
1203,9831432137109
1204,85349730571830
1205,9570254392
1206,41547251807
1207,82510450543
1208,1294285918290
1209,20345241239781
1210,5287043915
1211,51213728531
1212,47810758150
1213,7140290817309
1214,29083758270318
1215,4709821980
1216,83980514529
1217,75418900785
1218,9823375413974
1219,94205293795203
1220,1241814372
1221,48003829517
1222,53101893978
1223,3502940378054
1224,52302743957384
1225,5772932701
1226,2725957304
1227,38220517321
1228,7215380745207
1229,58108431173504
1230,5790848725
1231,23871339540
1232,12701495839
1233,798457129758
1234,74300415950748
1235,8937885127
1236,15850282450
1237,24037543519
1238,1427907132490
1239,80574397743281
1240,3208747329
1241,80941953418
1242,81928131085
1243,9534350158023
1244,29531308309754
1245,3787072543
1246,29191859102
1247,50148318072
1248,2034543987015
1249,79282589518473
1250,150105321
1251,53214332870
1252,9528010385
1253,4027531014259
1254,15800325918720
1255,1492335810
1256,92351791048
1257,7970351542
1258,5184840574580
1259,15380375710492
1260,9830428950
1261,12493780437
1262,52437814023
1263,5039532848250
1264,91731935573208
1265,7553174589
1266,10203714237
1267,5420585912
1268,4957152901495
1269,94808502801523
1270,3157915702
1271,8704823459
1272,1807311380
1273,879034582490
1274,79288973874093
1275,5028091837
1276,87542781457
1277,48584908431
1278,1478150808754
1279,5497102120458
1280,4957305894
1281,27959058421
1282,4341372947
1283,2741398521895
1284,53948354947230
1285,7281974190
1286,13784224973
1287,23154109712
1288,3459245332140
1289,53125380759421
1290,5480950173
1291,74309857108
1292,3181572893
1293,892302859784
1294,58941732527091
1295,3030541509
1296,97274043028
1297,38443892091
1298,2498107808173
1299,75487354275341
1300,1549859134
1301,13224057193
1302,59202195439
1303,293350143798
1304,37259178207985
1305,4253829483
1306,41291898054
1307,21390380143
1308,1980384520951
1309,52349743385274
1310,5320910257
1311,53035091438
1312,71482705429
1313,4715418558130
1314,48574095832159
1315,3985025187
1316,50189138027
1317,98409542379
1318,5892135797254
1319,30199812038974
1320,8125452083
1321,20531231809
1322,30950410794
1323,2341932524791
1324,47201523740853
1325,8121882051
1326,72141545128
1327,27029135871
1328,9017430801583
1329,30572051320547
1330,2045101298
1331,51454023805
1332,17051374312
1333,4987597493047
1334,12351235235917
1335,5102547823
1336,80757972108
1337,54113849201
1338,8790932471538
1339,43019103078924
1340,8771319543
1341,32972197103
1342,48330743710
1343,7513820525803
1344,80725098542973
1345,574840289
1346,81451771453
1347,47279013741
1348,9512293535872
1349,1584185271854
1350,5225410987
1351,90135775923
1352,37237054578
1353,9254352425973
1354,50834820023985
1355,2052912830
1356,10530281903
1357,57434512974
1358,4873017943850
1359,54835391974531
1360,4150318245
1361,17330241702
1362,40172307209
1363,2035018785017
1364,21385432198752
1365,1283092078
1366,40925087214
1367,93194208491
1368,1843931241978
1369,59723275157934
1370,3832094017
1371,97439579381
1372,79359202537
1373,4158915709781
1374,59479532974328
1375,9298705847
1376,30751987314
1377,53158120914
1378,531719051209
1379,79151784954308
1380,7354370348
1381,47384727418
1382,79094012905
1383,8924574849203
1384,39842875837209
1385,1297112345
1386,53201385391
1387,82538404917
1388,5097419373248
1389,73201284403891
1390,9025074518
1391,1439821480
1392,93442783974
1393,1473418340183
1394,48038432924318
1395,1491214082
1396,7289749173
1397,39427439432
1398,4372738989127
1399,94807821359712
1400,8051302347
1401,32583549078
1402,41025409124
1403,1034375928314
1404,82741845203875
1405,3481283412
1406,43571343870
1407,39802755409
1408,5192218759712
1409,89052109704812
1410,3401554703
1411,28117853190
1412,23724831425
1413,3978430105197
1414,72348931201843
1415,2320932491
1416,58787108241
1417,45794527204
1418,3529129028154
1419,30541048104293
1420,9213531245
1421,14297510785
1422,72925400317
1423,7259751438571
1424,20183201043215
1425,147531729
1426,90513437201
1427,29714387854
1428,4582785127809
1429,45320459015894
1430,9752809273
1431,3914383192
1432,24341024810
1433,8019215984315
1434,9282483501874
1435,412543970
1436,38535713890
1437,42757895713
1438,9012124084532
1439,34281435971405
1440,9240920937
1441,13079138754
1442,53483275021
1443,8041795109534
1444,52975894982134
1445,2450924758
1446,42503995107
1447,98548015392
1448,3879048330294
1449,89074187514270
1450,7185442013
1451,9319097031
1452,50754301735
1453,2810123858142
1454,43051789425891
1455,2993181509
1456,83014740523
1457,14024953912
1458,2108083917032
1459,3747380408125
1460,1545150387
1461,24538548127
1462,34821571385
1463,1857327414829
1464,31898947532894
1465,2447507294
1466,29192774259
1467,58778530732
1468,1435938282473
1469,80432015782951
1470,1412524019
1471,51837205731
1472,30225807235
1473,2734503791748
1474,31097324892371
1475,1894030478
1476,2723994850
1477,32410983081
1478,3927720954139
1479,19541542387921
1480,5928198071
1481,57884758032
1482,35785435308
1483,1578074921537
1484,20548517932457
1485,9458257423
1486,7310523958
1487,40140314270
1488,4032459803917
1489,19474823730154
1490,5730931598
1491,34132801893
1492,12787957031
1493,8237127373419
1494,70413740450793
1495,3251405243
1496,42891302754
1497,23054927129
1498,2804251704172
1499,98422573401587
1500,791035089
1501,39014538249
1502,25902584859
1503,9258392148539
1504,54202178250489
1505,3135815978
1506,57130954913
1507,71908734825
1508,583429174513
1509,10255027209473
1510,704349378
1511,51302489250
1512,87451797054
1513,9035128549530
1514,20159254195872
1515,8521779140
1516,71553073954
1517,7337514819
1518,3790532173541
1519,17041297742931
1520,8447885937
1521,1404140973
1522,91310733908
1523,3159481573042
1524,71491398014795
1525,1057891704
1526,1483158971
1527,52178012803
1528,3195429023457
1529,47087590015837
1530,103159320
1531,49278130428
1532,80174015418
1533,9807183931054
1534,10723208902475
1535,9324989013
1536,95497010759
1537,10435195804
1538,5014530884705
1539,31507954032481
1540,5849131097
1541,80272184921
1542,27915970145
1543,9270154254893
1544,91488715213075
1545,5785002718
1546,15878227598
1547,91795344375
1548,2891842932094
1549,48097580089742
1550,2793175349
1551,59850332750
1552,93019048097
1553,8431870210257
1554,25471780743851
1555,9484071432
1556,74901771039
1557,94014895728
1558,3458423831507
1559,48292875078154
1560,3120989275
1561,92158913498
1562,5898704523
1563,7150312754172
1564,59109750950187
1565,4997359412
1566,28591028347
1567,38247131492
1568,1829513908315
1569,39181709951078
1570,9304212853
1571,14724340892
1572,45390537054
1573,9750958747031
1574,97384390301852
1575,9429030924
1576,10823787025
1577,24502415802
1578,4309938447392
1579,92158207153827
1580,2493410245
1581,73194178053
1582,31090380591
1583,5892450283547
1584,47855728125038
1585,9147209785
1586,93287981539
1587,73283949374
1588,3198142380143
1589,31053052587143
1590,1804258043
1591,7309740739
1592,23075230532
1593,5914083932108
1594,45733254934257
1595,3802882135
1596,39582574832
1597,89297121384
1598,8920142730589
1599,4530351451780
1600,8574008521
1601,14795702859
1602,78452342750
1603,4908578245017
1604,39423521827539
1605,9592842891
1606,72409809481
1607,75908595217
1608,8407980334092
1609,5318125014379
1610,4574375328
1611,17323120749
1612,18019520279
1613,8412034148725
1614,75941078504178
1615,4534012530
1616,90882781392
1617,4252709845
1618,824735828419
1619,91233491092487
1620,2029014328
1621,14054972841
1622,97072940918
1623,5029120837891
1624,87202507274180
1625,9074323145
1626,82314818534
1627,31405184103
1628,3714789228574
1629,54833894593280
1630,8070234518
1631,38010217950
1632,24385377084
1633,1029801402581
1634,1857380348512
1635,7518971254
1636,50701380172
1637,2794132495
1638,7403075342375
1639,32073210307495
1640,2835253829
1641,49504504872
1642,39178019281
1643,7935210503784
1644,18945243528107
1645,218343192
1646,85114223905
1647,18247301785
1648,8591813709478
1649,8172537304821
1650,1940948523
1651,24994841935
1652,75880533852
1653,4852024740127
1654,52142518182093
1655,2040118259
1656,37179243275
1657,43710848430
1658,1945870515289
1659,28797591275194
1660,5971325437
1661,5959301239
1662,32091025408
1663,9147702309328
1664,14898295583917
1665,9175247289
1666,14301331504
1667,49059304829
1668,5780314074190
1669,87412305401953
1670,7143852194
1671,79505389715
1672,49318471284
1673,8390932885047
1674,30840473914230
1675,992127318
1676,12934904513
1677,14854980713
1678,9814041282534
1679,84791038210348
1680,483034718
1681,57931018253
1682,14323804582
1683,513204929870
1684,15344579758430
1685,108949012
1686,47538285124
1687,70201874893
1688,1293985294182
1689,3593718714059
1690,549118497
1691,5320704975
1692,14034524105
1693,4513195253801
1694,30544178385174
1695,7359310948
1696,18557427139
1697,73121087108
1698,2485804180741
1699,72315024250974
1700,1994242537
1701,25994029837
1702,79413974153
1703,2957532740812
1704,58941479291874
1705,701871294
1706,81512070431
1707,95487900239
1708,2853873209273
1709,25012471021784
1710,8709327039
1711,48092401924
1712,39827493705
1713,1957257475432
1714,35214785019523
1715,5809508192
1716,7412457402
1717,91245704015
1718,345107998245
1719,47231903278130
1720,5889770139
1721,79841728057
1722,97473013081
1723,8179409391423
1724,57283149054981
1725,905828137
1726,82307415972
1727,21758409815
1728,795130503728
1729,23075410157240
1730,9448534901
1731,74827458132
1732,29120877819
1733,5047821530285
1734,41821507137025
1735,5243512904
1736,3973907925
1737,54870211832
1738,9043785403297
1739,83472804189402
1740,1781715732
1741,42849728735
1742,30931740384
1743,243152359137
1744,41084517023815
1745,4958213857
1746,17858079841
1747,53938470341
1748,7903958193518
1749,80479534194857
1750,5243121785
1751,35408993842
1752,2581929527
1753,5970734978340
1754,59814501894173
1755,1023115247
1756,93772371295
1757,8778130942
1758,798853021854
1759,57412987548723
1760,3950784312
1761,85270134087
1762,70419422701
1763,2013392471482
1764,71257193752938
1765,348131459
1766,15771425314
1767,30121381425
1768,4930485243289
1769,3844310109358
1770,7371350478
1771,10598117942
1772,40975805824
1773,4802038237849
1774,94058135341078
1775,1401305249
1776,32029480325
1777,91378151958
1778,3741821932197
1779,13201359987541
1780,884272190
1781,42303875341
1782,14893487950
1783,2734407979823
1784,81792094154978
1785,1409821935
1786,95390875209
1787,47128959450
1788,7503142713759
1789,21979021217509
1790,2828914207
1791,82471287145
1792,18085018145
1793,2735980795427
1794,53418394138402
